customer_id,full_name,date_of_birth,country_of_residence,nationality,occupation,risk_rating,pep_flag,account_open_date,kyc_status,segment
CUST0458,Customer_0458,1969-01-09,USA,USA,Government Official,Low,No,2019-08-31 17:30:00,Verified,Private Banking
CUST0459,Customer_0459,1967-12-08,Singapore,Singapore,Government Official,Low,No,2021-09-30 07:47:00,Expired,Retail
CUST0460,Customer_0460,1973-08-13,Cayman Islands,Cayman Islands,Retired,Medium,No,2021-01-27 05:40:00,Verified,Corporate
CUST0461,Customer_0461,2000-05-07,UK,UK,Student,Low,No,2019-07-22 21:13:00,Expired,Retail
CUST0462,Customer_0462,1977-10-04,USA,USA,Government Official,Low,No,2020-08-16 00:02:00,Verified,Corporate
CUST0463,Customer_0463,1965-04-06,British Virgin Islands,British Virgin Islands,Trader,Medium,No,2019-10-11 21:39:00,Verified,Private Banking
CUST0464,Customer_0464,1969-12-18,Panama,Panama,Software Engineer,Medium,Yes,2019-12-20 15:14:00,Verified,Retail
CUST0465,Customer_0465,1988-12-07,UK,UK,Business Owner,Medium,No,2021-05-19 11:46:00,Verified,Private Banking
CUST0466,Customer_0466,1994-12-16,Japan,Japan,Lawyer,Low,No,2022-06-10 05:34:00,Verified,Corporate
CUST0467,Customer_0467,1969-08-10,Germany,Germany,Retired,Low,Yes,2022-04-20 11:29:00,Verified,Corporate
CUST0468,Customer_0468,1999-06-25,Germany,Germany,Banker,Low,No,2020-08-08 10:46:00,Verified,Private Banking
CUST0469,Customer_0469,1991-09-05,Bahamas,Bahamas,Banker,Medium,No,2020-11-06 10:26:00,Verified,Retail
CUST0470,Customer_0470,1968-03-28,UK,UK,Business Owner,Low,Yes,2020-05-24 03:31:00,Verified,Retail
CUST0471,Customer_0471,1993-10-23,Germany,Germany,Banker,Medium,No,2020-09-12 01:23:00,Verified,Corporate
CUST0472,Customer_0472,1965-08-26,France,France,Business Owner,Low,No,2021-04-15 17:47:00,Expired,Retail
CUST0473,Customer_0473,1977-09-02,USA,USA,Software Engineer,Low,No,2020-12-19 02:13:00,Expired,Retail
CUST0474,Customer_0474,1972-09-22,Canada,Canada,Lawyer,Medium,No,2022-06-17 20:11:00,Verified,Retail
CUST0475,Customer_0475,1989-12-22,Singapore,Singapore,Government Official,Medium,No,2019-11-06 05:50:00,Verified,Retail
CUST0476,Customer_0476,1998-08-12,Germany,Germany,Student,Low,No,2022-05-07 10:54:00,Verified,Corporate
CUST0477,Customer_0477,1996-09-07,Australia,Australia,Government Official,Low,No,2022-05-07 23:16:00,Verified,Retail
CUST0478,Customer_0478,1978-10-01,Panama,Panama,Real Estate Agent,High,No,2020-01-08 09:00:00,Verified,Retail
CUST0479,Customer_0479,1977-09-17,Panama,Panama,Real Estate Agent,High,No,2022-06-18 18:09:00,Verified,Retail
CUST0480,Customer_0480,1997-04-08,Canada,Canada,Retired,Low,No,2020-12-12 02:36:00,Verified,Private Banking
CUST0481,Customer_0481,1990-03-16,Japan,Japan,Banker,Medium,No,2019-10-19 19:41:00,Verified,Corporate
CUST0482,Customer_0482,1981-06-27,Cayman Islands,Cayman Islands,Government Official,Medium,No,2021-08-07 03:55:00,Pending,Corporate
CUST0483,Customer_0483,2000-07-02,Panama,Panama,Retired,Medium,No,2022-03-15 01:20:00,Verified,Retail
CUST0484,Customer_0484,1985-08-25,France,France,Banker,Low,No,2022-06-28 16:05:00,Verified,Retail
CUST0485,Customer_0485,1990-10-24,Germany,Germany,Business Owner,Low,No,2022-05-03 12:16:00,Verified,Retail
CUST0486,Customer_0486,1990-09-07,British Virgin Islands,British Virgin Islands,Trader,Medium,No,2021-06-24 20:36:00,Verified,Corporate
CUST0487,Customer_0487,1977-07-11,Bahamas,Bahamas,Banker,Medium,No,2019-10-07 03:42:00,Verified,Retail
CUST0488,Customer_0488,1961-05-06,Australia,Australia,Student,Low,No,2022-09-20 14:39:00,Verified,Retail
CUST0489,Customer_0489,1969-12-28,Bahamas,Bahamas,Software Engineer,Medium,No,2019-11-23 23:03:00,Verified,Corporate
CUST0490,Customer_0490,1967-05-15,Canada,Canada,Trader,Low,Yes,2019-05-23 10:13:00,Verified,Retail
CUST0491,Customer_0491,1999-12-05,Canada,Canada,Business Owner,Low,No,2021-05-17 18:57:00,Verified,Retail
CUST0492,Customer_0492,1999-05-02,Canada,Canada,Trader,Low,No,2022-12-07 00:04:00,Verified,Retail
CUST0493,Customer_0493,1961-05-28,Cyprus,Cyprus,Government Official,High,No,2020-07-23 12:32:00,Expired,Retail
CUST0494,Customer_0494,1992-08-18,UK,UK,Business Owner,Low,No,2019-06-27 07:59:00,Verified,Retail
CUST0495,Customer_0495,1982-06-21,Germany,Germany,Retired,Low,Yes,2020-08-02 16:17:00,Pending,Corporate
CUST0496,Customer_0496,1977-04-05,Panama,Panama,Student,High,No,2021-06-19 21:08:00,Verified,Retail
CUST0497,Customer_0497,1974-07-08,Russia,Russia,Banker,High,No,2020-02-13 13:19:00,Expired,Retail
CUST0498,Customer_0498,1997-09-22,France,France,Lawyer,Low,No,2020-01-14 09:44:00,Verified,Retail
CUST0499,Customer_0499,1996-03-11,Germany,Germany,Software Engineer,Low,No,2022-05-22 17:46:00,Verified,Retail
CUST0500,Customer_0500,1986-07-10,Panama,Panama,Trader,High,No,2022-11-01 23:17:00,Verified,Retail
